@relation 'census_income_data_2000_mockup-weka.filters.supervised.attribute.Discretize-R1,3,4,17,19,6,18,25-weka.filters.unsupervised.attribute.Remove-R16,25-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.supervised.attribute.Discretize-R38-weka.filters.unsupervised.attribute.Reorder-R5,10,4,1,22,19,9,23,38,2,29,3,8,30,18,37,13,16,12,14,17,24,25,26,27,28,31,32,7,20,33,6,11,35,21,34,15,36,last'

@attribute education_AHGA {' Associates degree-occup /vocational',' Bachelors degree(BA AB BS)',' High school graduate',' Some college but no degree',' Masters degree(MA MS MEng MEd MSW MBA)',' Prof school degree (MD DDS DVM LLB JD)',' 1st 2nd 3rd or 4th grade',' Associates degree-academic program',' Doctorate degree(PhD EdD)',' 5th or 6th grade',' 9th grade',' 12th grade no diploma',' 11th grade',' 10th grade',' 7th and 8th grade',' Children',' Less than 1st grade'}
@attribute major_occupation_code_AMJOCC {' Precision production craft & repair',' Sales',' Executive admin and managerial',' Not in universe',' Farming forestry and fishing',' Technicians and related support',' Machine operators assmblrs & inspctrs',' Professional specialty',' Handlers equip cleaners etc ',' Protective services',' Transportation and material moving',' Other service',' Adm support including clerical',' Armed Forces',' Private household services'}
@attribute occupation_code_ADTOCC {(-inf-0.5],(0.5-18.5],(18.5-32.5],(32.5-inf)}
@attribute age_AAGE {(-inf-22.5],(22.5-27.5],(27.5-31.5],(31.5-66.5],(66.5-inf)}
@attribute detailed_household_and_family_stat_HHDFMX {' Nonfamily householder',' Householder',' Spouse of householder',' Secondary individual',' Child 18+ never marr Not in a subfamily',' Other Rel 18+ spouse of subfamily RP',' Other Rel 18+ ever marr not in subfamily',' RP of unrelated subfamily',' Child 18+ never marr RP of subfamily',' Other Rel 18+ ever marr RP of subfamily',' Child <18 never marr not in subfamily',' Child 18+ ever marr Not in a subfamily',' Grandchild <18 never marr child of subfamily RP',' Child 18+ spouse of subfamily RP',' Child under 18 of RP of unrel subfamily',' Other Rel <18 never marr child of subfamily RP',' Grandchild <18 never marr not in subfamily',' Other Rel 18+ never marr not in subfamily',' Grandchild 18+ never marr not in subfamily',' Child 18+ ever marr RP of subfamily',' Other Rel <18 spouse of subfamily RP'}
@attribute tax_filer_status_FILESTAT {' Single',' Joint both under 65',' Joint both 65+',' Head of household',' Joint one under 65 & one 65+',' Nonfiler'}
@attribute major_industry_code_AMJIND {' Communications',' Retail trade',' Other professional services',' Finance insurance and real estate',' Not in universe or children',' Education',' Manufacturing-durable goods',' Construction',' Public administration',' Agriculture',' Transportation',' Manufacturing-nondurable goods',' Business and repair services',' Personal services except private HH',' Entertainment',' Utilities and sanitary services',' Medical except hospital',' Wholesale trade',' Hospital services',' Social services',' Mining',' Forestry and fisheries',' Armed Forces',' Private household services'}
@attribute detailed_household_summary_in_household_HHDREL {' Householder',' Spouse of householder',' Nonrelative of householder',' Child 18 or older',' Other relative of householder',' Child under 18 never married'}
@attribute veterans_benefits_VETYN {(-inf-38.5],(38.5-47.5],(47.5-inf)}
@attribute class_of_worker_ACLSWKR {' Private',' Self-employed-incorporated',' Not in universe',' Local government',' State government',' Self-employed-not incorporated',' Federal government',' Never worked',' Without pay'}
@attribute num_persons_worked_for_employer_NOEMP {0,1,2,3,4,5,6}
@attribute industry_code_ADTIND {(-inf-1.5],(1.5-inf)}
@attribute marital_status_AMARITL {' Separated',' Married-civilian spouse present',' Widowed',' Never married',' Divorced',' Married-spouse absent',' Married-A F spouse present'}
@attribute family_members_under_18_PARENT {' Not in universe',' Both parents present',' Mother only present',' Neither parent present',' Father only present'}
@attribute divdends_from_stocks_DIVVAL {(-inf-52],(52-inf)}
@attribute fill_inc_questionnaire_for_veteran_admin_VETQVA {0,1,2}
@attribute sex_ASEX {' Male',' Female'}
@attribute capital_gains_CAPGAIN {(-inf-7364],(7364-inf)}
@attribute hispanic_Origin_AREORGN {' All other',' Mexican-American',' Other Spanish',' Mexican (Mexicano)',' Puerto Rican',' NA',' Central or South American',' Cuban',' Chicano',' Do not know'}
@attribute member_of_a_labor_union_AUNMEM {' Not in universe',' No',' Yes'}
@attribute capital_losses_CAPLOSS {(-inf-1881.5],(1881.5-inf)}
@attribute migration_code_change_in_msa_MIGMTR1 {' MSA to MSA',' Nonmover',' NonMSA to nonMSA',' Abroad to MSA',' NonMSA to MSA',' MSA to nonMSA',' Not in universe',' Not identifiable',' Abroad to nonMSA'}
@attribute migration_code_change_in_reg_MIGMTR3 {' Same county',' Nonmover',' Different region',' Different division same region',' Different county same state',' Different state same division',' Abroad',' Not in universe'}
@attribute migration_code_move_within_reg_MIGMTR4 {' Same county',' Nonmover',' Different state in South',' Different county same state',' Different state in Midwest',' Different state in West',' Abroad',' Different state in Northeast',' Not in universe'}
@attribute live_in_this_house_1_year_ago_MIGSAME {' No',' Yes',' Not in universe under 1 year old'}
@attribute migration_prev_res_in_sunbelt_MIGSUN {' No',' Not in universe',' Yes'}
@attribute country_of_birth_father_PEFNTVTY {' United-States',' Germany',' England',' Italy',' Poland',' China',' Canada',' Mexico',' Iran',' Philippines',' Thailand',' Dominican-Republic',' Puerto-Rico',' Ireland',' Portugal',' Nicaragua',' Vietnam',' Cuba',' Hungary',' India',' Cambodia',' Taiwan',' Peru',' Outlying-U S (Guam USVI etc)',' Jamaica',' South Korea',' Guatemala',' Scotland',' Columbia',' Japan',' El-Salvador',' Ecuador',' Trinadad&Tobago',' Honduras',' Yugoslavia',' Hong Kong',' Haiti',' France'}
@attribute country_of_birth_mother_PEMNTVTY {' United-States',' Hungary',' England',' Italy',' Germany',' Poland',' France',' China',' Canada',' Mexico',' Scotland',' Iran',' Philippines',' Thailand',' Ireland',' Dominican-Republic',' Puerto-Rico',' Portugal',' Nicaragua',' Vietnam',' Cuba',' India',' Cambodia',' Japan',' Taiwan',' Peru',' El-Salvador',' Hong Kong',' Jamaica',' South Korea',' Guatemala',' Columbia',' Yugoslavia',' Ecuador',' Trinadad&Tobago',' Honduras',' Haiti'}
@attribute enrolled_in_edu_inst_last_wk_AHSCOL {' Not in universe',' High school',' College or university'}
@attribute region_of_previous_residence_GRINREG {' Midwest',' Not in universe',' Northeast',' South',' West',' Abroad'}
@attribute country_of_birth_self_PENATVTY {' United-States',' England',' Italy',' Poland',' Japan',' Germany',' Canada',' Mexico',' Taiwan',' Iran',' Philippines',' Thailand',' Dominican-Republic',' Puerto-Rico',' Portugal',' Ireland',' Nicaragua',' Vietnam',' Cuba',' India',' Peru',' China',' Hong Kong',' Jamaica',' South Korea',' Guatemala',' Scotland',' Columbia',' El-Salvador',' Trinadad&Tobago',' Honduras',' Cambodia',' Haiti',' France',' Hungary'}
@attribute wage_per_hour_AHRSPAY {(-inf-212.5],(212.5-917.5],(917.5-1628.5],(1628.5-inf)}
@attribute mace_ARACE {' White',' Asian or Pacific Islander',' Black',' Amer Indian Aleut or Eskimo',' Other'}
@attribute own_business_or_self_employed_SEOTR {0,1,2}
@attribute state_of_previous_residence_GRINST {' Indiana',' Not in universe',' Connecticut',' Utah',' Minnesota',' Florida',' South Dakota',' New Mexico',' Oregon',' District of Columbia',' Oklahoma',' North Carolina',' Virginia',' Alaska',' Abroad',' Mississippi',' Kansas',' North Dakota',' West Virginia',' Michigan',' California',' Maine',' Arizona',' Colorado',' New Hampshire',' Arkansas',' New Jersey',' Montana',' Texas',' Massachusetts',' Iowa',' Wyoming',' Maryland',' New York',' Alabama',' Pennsylvania',' Idaho',' Louisiana',' Tennessee',' Nevada',' Kentucky',' Vermont',' Ohio',' South Carolina',' Georgia',' Missouri',' Delaware',' Illinois'}
@attribute citizenship_PRCITSHP {' Native- Born in the United States',' Native- Born abroad of American Parent(s)',' Foreign born- U S citizen by naturalization',' Foreign born- Not a citizen of U S ',' Native- Born in Puerto Rico or U S Outlying'}
@attribute reason_for_unemployment_AUNTYPE {' Not in universe',' Other job loser',' Job loser - on layoff',' Re-entrant',' Job leaver',' New entrant'}
@attribute taxable_income_amount_TAXINC {' Not in universe',' No',' Yes'}
@attribute Class {above,below}

@data
' Some college but no degree',' Not in universe',(-inf-0.5],(66.5-inf),' Householder',' Single',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Widowed',' Not in universe',(52-inf),2,' Male',(7364-inf),' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Bachelors degree(BA AB BS)',' Technicians and related support',(0.5-18.5],(22.5-27.5],' Nonfamily householder',' Single',' Manufacturing-durable goods',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Never married',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' No',(-inf-1881.5],' MSA to MSA',' Same county',' Same county',' No',' No',' United-States',' United-States',' Not in universe',' Midwest',' United-States',(1628.5-inf),' White',0,' Minnesota',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Masters degree(MA MS MEng MEd MSW MBA)',' Not in universe',(-inf-0.5],(66.5-inf),' Householder',' Joint both 65+',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(52-inf),2,' Female',(7364-inf),' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Some college but no degree',' Protective services',(18.5-32.5],(31.5-66.5],' Householder',' Joint both under 65',' Public administration',' Householder',(47.5-inf),' Local government',5,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Bachelors degree(BA AB BS)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Other professional services',' Householder',(47.5-inf),' Local government',4,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' No',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' 7th and 8th grade',' Not in universe',(-inf-0.5],(66.5-inf),' Householder',' Joint both 65+',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Bachelors degree(BA AB BS)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Business and repair services',' Householder',(47.5-inf),' Self-employed-not incorporated',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Some college but no degree',' Adm support including clerical',(18.5-32.5],(31.5-66.5],' Householder',' Joint both under 65',' Transportation',' Householder',(47.5-inf),' Federal government',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Yes',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(212.5-917.5],' White',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Associates degree-academic program',' Sales',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Finance insurance and real estate',' Householder',(47.5-inf),' Private',5,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' No',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Prof school degree (MD DDS DVM LLB JD)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Medical except hospital',' Householder',(47.5-inf),' Self-employed-incorporated',2,(1.5-inf),' Married-civilian spouse present',' Not in universe',(52-inf),2,' Male',(7364-inf),' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Some college but no degree',' Adm support including clerical',(18.5-32.5],(31.5-66.5],' Householder',' Joint both under 65',' Manufacturing-durable goods',' Householder',(47.5-inf),' Private',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' NA',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Bachelors degree(BA AB BS)',' Machine operators assmblrs & inspctrs',(32.5-inf),(31.5-66.5],' Householder',' Joint both under 65',' Business and repair services',' Householder',(47.5-inf),' Self-employed-incorporated',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' High school graduate',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Single',' Social services',' Householder',(-inf-38.5],' Private',6,(1.5-inf),' Divorced',' Not in universe',(52-inf),2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Germany',' Germany',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Masters degree(MA MS MEng MEd MSW MBA)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Personal services except private HH',' Householder',(47.5-inf),' Self-employed-not incorporated',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' NonMSA to nonMSA',' Different county same state',' Different county same state',' No',' No',' United-States',' United-States',' Not in universe',' Midwest',' United-States',(-inf-212.5],' White',0,' Montana',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Bachelors degree(BA AB BS)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Construction',' Householder',(47.5-inf),' Self-employed-not incorporated',2,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Some college but no degree',' Sales',(0.5-18.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Finance insurance and real estate',' Spouse of householder',(47.5-inf),' Self-employed-incorporated',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Some college but no degree',' Sales',(0.5-18.5],(31.5-66.5],' Nonfamily householder',' Single',' Manufacturing-durable goods',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Divorced',' Not in universe',(52-inf),2,' Male',(-inf-7364],' All other',' Not in universe',(1881.5-inf),' MSA to MSA',' Same county',' Same county',' No',' Yes',' United-States',' United-States',' Not in universe',' West',' United-States',(-inf-212.5],' White',2,' California',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Doctorate degree(PhD EdD)',' Professional specialty',(0.5-18.5],(66.5-inf),' Householder',' Joint both 65+',' Medical except hospital',' Householder',(47.5-inf),' Self-employed-not incorporated',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(52-inf),2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Masters degree(MA MS MEng MEd MSW MBA)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Education',' Spouse of householder',(47.5-inf),' Local government',4,(1.5-inf),' Married-civilian spouse present',' Not in universe',(52-inf),2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' China',' China',' Not in universe',' Not in universe',' Hong Kong',(-inf-212.5],' Asian or Pacific Islander',0,' Not in universe',' Foreign born- U S citizen by naturalization',' Not in universe',' Not in universe',above
' Doctorate degree(PhD EdD)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Manufacturing-durable goods',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(52-inf),2,' Male',(-inf-7364],' All other',' No',(1881.5-inf),' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' China',' China',' Not in universe',' Not in universe',' Hong Kong',(-inf-212.5],' Asian or Pacific Islander',0,' Not in universe',' Foreign born- Not a citizen of U S ',' Not in universe',' Not in universe',above
' Masters degree(MA MS MEng MEd MSW MBA)',' Armed Forces',(32.5-inf),(31.5-66.5],' Householder',' Joint both under 65',' Armed Forces',' Householder',(-inf-38.5],' Federal government',4,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(1881.5-inf),' MSA to MSA',' Different division same region',' Different state in South',' No',' Yes',' United-States',' United-States',' Not in universe',' South',' United-States',(-inf-212.5],' White',0,' Texas',' Native- Born in the United States',' Other job loser',' Not in universe',above
' Some college but no degree',' Machine operators assmblrs & inspctrs',(32.5-inf),(31.5-66.5],' Householder',' Head of household',' Manufacturing-durable goods',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Divorced',' Not in universe',(-inf-52],1,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' No',above
' Bachelors degree(BA AB BS)',' Executive admin and managerial',(0.5-18.5],(22.5-27.5],' Spouse of householder',' Joint both under 65',' Medical except hospital',' Spouse of householder',(47.5-inf),' Private',3,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' No',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Doctorate degree(PhD EdD)',' Sales',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Wholesale trade',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(52-inf),2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Some college but no degree',' Precision production craft & repair',(32.5-inf),(22.5-27.5],' Householder',' Joint both under 65',' Construction',' Householder',(47.5-inf),' Self-employed-not incorporated',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' High school graduate',' Executive admin and managerial',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Communications',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(1881.5-inf),' MSA to MSA',' Same county',' Same county',' No',' No',' United-States',' United-States',' Not in universe',' Northeast',' United-States',(-inf-212.5],' White',0,' North Carolina',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Masters degree(MA MS MEng MEd MSW MBA)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Manufacturing-durable goods',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(1881.5-inf),' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Associates degree-occup /vocational',' Precision production craft & repair',(32.5-inf),(27.5-31.5],' Child 18+ ever marr Not in a subfamily',' Single',' Manufacturing-durable goods',' Child 18 or older',(38.5-47.5],' Private',3,(1.5-inf),' Separated',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' Mexican-American',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Mexico',' Mexico',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Some college but no degree',' Executive admin and managerial',(0.5-18.5],(22.5-27.5],' Householder',' Joint both under 65',' Transportation',' Householder',(47.5-inf),' Private',4,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(7364-inf),' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Prof school degree (MD DDS DVM LLB JD)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Nonfamily householder',' Single',' Medical except hospital',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Divorced',' Not in universe',(-inf-52],2,' Female',(7364-inf),' All other',' No',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(1628.5-inf),' Black',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Doctorate degree(PhD EdD)',' Sales',(0.5-18.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Other professional services',' Spouse of householder',(47.5-inf),' Private',4,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Bachelors degree(BA AB BS)',' Sales',(0.5-18.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Finance insurance and real estate',' Spouse of householder',(47.5-inf),' Private',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Bachelors degree(BA AB BS)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Hospital services',' Spouse of householder',(47.5-inf),' Federal government',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Yes',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Philippines',' Philippines',' Not in universe',' Not in universe',' Philippines',(1628.5-inf),' Asian or Pacific Islander',0,' Not in universe',' Foreign born- U S citizen by naturalization',' Not in universe',' Not in universe',above
' Bachelors degree(BA AB BS)',' Executive admin and managerial',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Retail trade',' Householder',(47.5-inf),' Private',3,(1.5-inf),' Married-civilian spouse present',' Not in universe',(52-inf),2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' Asian or Pacific Islander',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Masters degree(MA MS MEng MEd MSW MBA)',' Executive admin and managerial',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Manufacturing-nondurable goods',' Householder',(47.5-inf),' Private',5,(1.5-inf),' Married-civilian spouse present',' Not in universe',(52-inf),2,' Male',(-inf-7364],' All other',' Not in universe',(1881.5-inf),' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
' Masters degree(MA MS MEng MEd MSW MBA)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Public administration',' Householder',(47.5-inf),' Federal government',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Yes',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Iran',' Iran',' Not in universe',' Not in universe',' Iran',(1628.5-inf),' White',2,' Not in universe',' Foreign born- U S citizen by naturalization',' Not in universe',' Not in universe',above
' Masters degree(MA MS MEng MEd MSW MBA)',' Professional specialty',(0.5-18.5],(31.5-66.5],' Nonfamily householder',' Single',' Education',' Householder',(47.5-inf),' Local government',6,(1.5-inf),' Widowed',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' Black',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',above
